,last,first,middle,dept,leave,visiting,title,degrees,name
376,strauch,frederick,w.,['physics'],n,0,chair and professor of physics,"1998, b.s., loyola college, 2004, ph.d., university of maryland, 2007, postdoctoral associate, national institute of standards and technology","['frederick', 'w.', 'strauch']"
377,strauch,laura,r.,['chemistry'],n,0,lecturer in chemistry,"1999, b.s., loyola college","['laura', 'r.', 'strauch']"
378,stroud,catherine,b.,['psychology'],n,0,associate professor of psychology,"2002, b.a., university of wisconsin, madison, 2006, m.a., state university of new york, stony brook, 2009, ph.d., state university of new york, stony brook","['catherine', 'b.', 'stroud']"
379,sullivan,erin,,['physical education'],n,0,"assistant professor of physical education, head men's soccer coach","1996, b.a., williams college, 2006, m.b.a., western new england college","['erin', 'sullivan']"
380,swagler,matthew,,['history'],n,1,visiting assistant professor of history,"2002, b.a., brown university, 2012, m.phil., columbia university, 2017, ph.d., columbia university","['matthew', 'swagler']"
381,swamy,anand,v.,['economics'],s,0,the willmott family third century professor of economics,"1983, b.a., university of delhi, 1985, m.a., delhi school of economics, 1993, ph.d., northwestern university, on leave spring 2021","['anand', 'v.', 'swamy']"
382,swoap,steven,j.,['biology'],n,0,howard b. schow '50 and nan w. schow professor of biology and director of the williams-exeter programme at oxford university,"1990, b.a., trinity university, 1994, ph.d., university of california, irvine, affiliated with: williams- exeter prg at oxford","['steven', 'j.', 'swoap']"
383,tarah,munjulika,,['dance'],n,0,assistant professor of dance,"2006, b.a., randolph college, 2007, m.a., northwestern university, 2013, ph.d., northwestern university","['munjulika', 'tarah']"
384,thoman,john,w.,['chemistry'],n,0,j. hodge markgraf professor of chemistry,"1982, b.a., williams college, 1987, ph.d., massachusetts institute of technology","['john', 'w.', 'thoman']"
385,thompson,owen,,['economics'],n,0,assistant professor of economics,"2005, b.a., evergreen state college, 2013, ph.d., university of massachusetts, amherst","['owen', 'thompson']"
386,thorne,christian,,['english'],f,0,professor of english,"1995, b.a., wesleyan university, 2001, ph.d., duke university","['christian', 'thorne']"
387,thuronyi,ben,w.,['chemistry'],f,0,assistant professor of chemistry,"2007, b.a., swarthmore college, 2015, ph.d., university of california, berkeley","['ben', 'w.', 'thuronyi']"
388,tifft,stephen,j.,['english'],y,0,professor of english,"1975, b.a., harvard university, 1976, m.a., cornell university, 1984, ph.d., cornell university","['stephen', 'j.', 'tifft']"
389,ting,claire,s.,['biology'],y,0,professor of biology,"1986, b.a., yale university, 1989, m.s., cornell university, 1994, ph.d., cornell university","['claire', 's.', 'ting']"
390,tokeshi,matthew,,['political science'],f,0,assistant professor of political science,"2006, b.a., university of california, berkeley, 2012, m.a., princeton university, 2016, ph.d., princeton university","['matthew', 'tokeshi']"
391,topaz,chad,m.,['math'],n,0,professor of mathematics,"1996, a.b., harvard university, 1997, m.s., northwestern university, 2002, ph.d., northwestern university","['chad', 'm.', 'topaz']"
392,tresfels,cécile,,['french'],n,0,assistant professor of french,"2010, m.a., university of paris iii, 2019, ph.d., stanford university","['cécile', 'tresfels']"
393,tucker-smith,david,r.,['physics'],n,0,professor of physics,"1995, b.a., amherst college, 2001, ph.d., university of california, berkeley, 2003, postdoctoral associate, massachusetts institute of technology","['david', 'r.', 'tucker-smith']"
394,tupper,laurie,l.,['statistics'],n,0,assistant professor of statistics,"2008, b.a., swarthmore college, 2013, m.s., cornell university, 2016, ph.d., cornell university","['laurie', 'l.', 'tupper']"
395,turek,amanda,k.,['chemistry'],n,0,assistant professor of chemistry,"2009, b.s., university of wisconsin, madison, 2015, ph.d., harvard university, 2019, postdoctoral associate, yale university","['amanda', 'k.', 'turek']"
396,turek,daniel,b.,['statistics'],n,0,assistant professor of statistics,"2003, b.s., massachusetts institute of technology, 2003, b.s., massachusetts institute of technology, 2004, m.eng., massachusetts institute of technology, 2013, ph.d., university of otago","['daniel', 'b.', 'turek']"
397,turner,damian,,['biology'],n,0,assistant professor of biology,"2004, b.s., morgan state university, 2010, ph.d., university of connecticut health center","['damian', 'turner']"
398,twagira,benjamin,,['history'],n,0,assistant professor of history,"2000, b.a., la roche college, 2008, m.a., university of wisconsin-madison, 2018, ph.d., boston university","['benjamin', 'twagira']"
399,upton,elizabeth,m.,['statistics'],s,0,assistant professor of statistics,"2007, b.s., university of new hampshire, 2011, m.ed., harvard school of education, 2019, ph.d., boston university, on leave spring 2021","['elizabeth', 'm.', 'upton']"
400,der vinne,vincent,van,['biology'],n,1,visiting assistant professor of biology,"2008, b.s., university of groningen, 2010, m.sc., university of groningen, 2015, ph.d., university of groningen","['vincent', 'van', 'der vinne']"
401,de stadt,janneke,van,"['german', 'russian']",n,0,chair of german and russian and professor of russian,"1988, b.a., amherst college, 1994, m.a., university of wisconsin, madison, 2000, ph.d., university of wisconsin, madison","['janneke', 'van', 'de stadt']"
402,vasiliauskas,emily,,['english'],n,0,assistant professor of english,"2007, a.b., harvard university, 2008, m.phil., university of cambridge, trinity college, 2009, m.a., warburg institute, 2015, ph.d., princeton university","['emily', 'vasiliauskas']"
403,verdell,tommy,,['physical education'],n,0,"assistant professor of physical education, associate athletic director for inclusion and compliance","2018, m.a., concordia university irvine","['tommy', 'verdell']"
404,wachala,kate,,['physical education'],n,0,assistant professor of physical education and head coach of women's crew,"2001, b.a., university of washington","['kate', 'wachala']"
405,wadsworth,zachary,,['music'],n,0,assistant professor of music,"2005, b.m., eastman school of music, university of rochester, 2007, m.m., yale university, 2012, d.m.a., cornell university","['zachary', 'wadsworth']"
406,wang,chen,,['chinese'],n,1,visiting assistant professor of chinese,"2004, b.a., east china normal university, 2007, m.a., east china normal university, 2015, m.a., university of minnesota, twin cities, 2019, ph.d., university of minnesota, twin cities","['chen', 'wang']"
407,wang,dorothy,j.,['american studies'],n,0,professor and chair of the american studies program,"1985, b.a., duke university, 1987, m.p.a., princeton university, 1993, m.a., johns hopkins university, 1998, ph.d., university of california, berkeley","['dorothy', 'j.', 'wang']"
408,wargula,carolyn,j.,['art'],n,1,visiting assistant professor of art,"2013, b.a., st. john's university, 2015, m.a., university of pittsburgh, 2020, ph.d., university of pittsburgh","['carolyn', 'j.', 'wargula']"
409,waters,chris,,['history'],s,0,hans w. gatzke '38 professor of modern european history,"1977, b.a., california state university, long beach, 1979, m.a., harvard university, 1985, ph.d., harvard university, on leave spring 2021","['chris', 'waters']"
410,watson,tara,e.,['economics'],n,0,professor of economics,"1996, b.a., wesleyan university, 2003, ph.d., harvard university, affiliated with: public health program","['tara', 'e.', 'watson']"
411,webster,phillip,j.,['religion'],n,1,visiting assistant professor of religion,"2016, ph.d., university of pennsylvania","['phillip', 'j.', 'webster']"
412,wellman,elizabeth,iams,['political science'],n,1,visiting assistant professor of political science,"2002, a.b., duke university, 2010, m.a., university of chicago, 2019, ph.d., yale university","['elizabeth', 'iams', 'wellman']"
413,wells,brad,,"['art', 'music']",n,0,"lyell b. clay artist in residence and director of choral/vocal activities, lecturer in music","1984, b.a., principia college, 1986, m.m., university of texas, austin, 1998, m.m.a., yale university, 2005, d.m.a., yale university","['brad', 'wells']"
414,whalen,carmen,t.,['history'],n,0,"carl w. vogt '58 professor of history, faculty fellow of the davis center and the office of institutional diversity, equity and inclusion","1985, b.a., hampshire college, 1989, m.a., rutgers university, 1994, ph.d., rutgers university, affiliated with: the davis center, latina/o studies program, vp- instdivrstyequity&inclusion","['carmen', 't.', 'whalen']"
415,white,alan,,['philosophy'],n,0,mark hopkins professor of philosophy,"1972, b.a., tulane university, 1976, m.a., pennsylvania state university, 1980, ph.d., pennsylvania state university","['alan', 'white']"
416,wiesenberger,robert,,"['art', 'history']",n,0,lecturer in the graduate program in art history,"2018, ph.d., columbia university","['robert', 'wiesenberger']"
417,wilcox,amanda,r.,['classics'],n,0,professor of classics,"1996, b.a., reed college, 1999, m.a., university of pennsylvania, 2002, ph.d., university of pennsylvania","['amanda', 'r.', 'wilcox']"
418,williams,aaron,m.,['computer science'],n,0,assistant professor of computer science,"2009, ph.d., university of victoria","['aaron', 'm.', 'williams']"
419,williams,heather,,['biology'],n,0,william dwight whitney professor of biology,"1977, a.b., bowdoin college, 1985, ph.d., rockefeller university, affiliated with: neuroscience program","['heather', 'williams']"
420,williams,mason,b.,"['leadership studies', 'political science']",y,0,assistant professor of leadership studies and political science,"2006, b.a., princeton university, 2009, m.a., columbia university, 2012, ph.d., columbia university, affiliated with: political science department","['mason', 'b.', 'williams']"
421,williams,stephanie,j,['art'],n,0,"arthur levitt, jr. '52 artist-in-residence, 2003, b.f.a., james madison university","2007, m.f.a., rhode island school of design","['stephanie', 'j', 'williams']"
422,wilson,ricardo,a,['english'],n,0,assistant professor of english,"2000, b.a., brown university, 2015, ph.d., university of southern california","['ricardo', 'a', 'wilson']"
423,wiltshire-gordon,john,d.,['math'],n,1,visiting assistant professor of mathematics,"2011, b.a., university of chicago, 2016, ph.d., university of michigan","['john', 'd.', 'wiltshire-gordon']"
424,wobus,bud,,['geosciences'],n,0,edna mcconnell clark professor of geology,"1962, b.a., washington university, 1963, m.a., harvard university, 1966, ph.d., stanford university","['bud', 'wobus']"
425,wong,scott,,['history'],s,0,charles r. keller professor of history,"1976, b.a., rutgers university, 1979, m.a., university of michigan, 1992, ph.d., university of michigan, on leave spring 2021","['scott', 'wong']"
426,woolsey,caitlin,,"['art', 'history']",n,0,postdoctoral fellow in the graduate program in art history,none,"['caitlin', 'woolsey']"
427,yacoob,saadia,,['religion'],f,0,assistant professor of religion,"2003, b.a., american university, 2007, m.a., mcgill university, 2015, ph.d., duke university","['saadia', 'yacoob']"
428,yamamoto,kasumi,,['japanese'],y,0,frank m. gagliardi professor of japanese,"1980, b.a., aoyama gakuin university, 1985, m.a., columbia university, 1994, m.a., cornell university, 2000, ph.d., cornell university","['kasumi', 'yamamoto']"
429,yu,li,,['chinese'],n,0,professor of chinese,"1994, b.a., east china normal university, 1997, m.a., ohio state university, 2003, ph.d., ohio state university","['li', 'yu']"
430,zaki,safa,r.,"['psychology', 'american studies']",n,0,"dean of the faculty, professor of psychology, 1989, b.a., american university","1993, m.a., arizona state university, 1996, ph.d., arizona state university, affiliated with: psychology department","['safa', 'r.', 'zaki']"
431,zalaltdinova,liya,,['russian'],n,1,visiting lecturer in russian,"2019, ph.d., state university of new york at albany","['liya', 'zalaltdinova']"
432,zepeda,sofia,e.,['mystic'],n,0,assistant professor at williams-mystic,"2008, b.a., university of california, santa cruz, 2012, m.a., university of arizona, 2019, ph.d., university of arizona","['sofia', 'e.', 'zepeda']"
